population,populationPercentOfState,populationChangeSince2014,medianAge,medianAgeChangePercent,under18Percent,under18ChangeSince2014Percent,over65in2024Percent,over65ChangeSince2014Percent,veteranPercent,agriculturalLandAcres,agriculturalLandChangeSince2017Percent,numberOfFarms,numberOfFarmsChangeSince2017Percent,broadbandInternetAccess2022Percent,broadbandInternetAccess2019Percent,computingDeviceAccess2022Percent,computingDeviceAccess2019Percent,childPovertyPercent,averageWeeklyWage,averageWeeklyWageAsPercentofStateAverage,perCapitaIncome,perCapitaIncomeAsPercentofStatePCI,gdp2022,Gdp2021,preKEnrollment2023Percent,preKEnrollment2022Percent,k12FundingADM,k12Funding,youthOpportunity2022Percent,youthOpportunity2019Percent,adultsWithoutHSDiplomaPercent,educationalAttainmentPercent,educationalAttainmentGoal2030,foodInsecurity2022Percent,foodInsecurity2021Percent,medicaidEnrollmentTraditionalPercent,medicaidEnrollmentExpansionPercent,uninsuredResidents2021Percent,uninsuredResidents2020Percent,drugOverdoseEmergenciesPerHundredThousand,overDoseDeathsPerHundredThousand,propertyTaxRate,propertyTaxLevy,propertyTaxPerCapita,propertyTaxTotalLevy,PropertyValuationPerCapita,puvDeferredShare,puvValuationDeferred,localSalesTaxRate,Area (Square Mile),Lat,Long,demVotePercent2000,repVotePercent2000,demVotePercent2004,repVotePercent2004,demVotePercent2008,repVotePercent2008,demVotePercent2012,repVotePercent2012,demVotePercent2016,repVotePercent2016,demVotePercent2020,repVotePercent2020,demVotePercent2024,repVotePercent2024
0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9999990768801112,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.48305088306194804,0.4829325060015474,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.10756576640714603,-0.10713729232033871,0.1553831500723945,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.38583061580574907,0.3857948766417726,0.5566562614596379,0.4281043791673654,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3804503469198654,0.3804641670295229,0.07135293235245556,-0.2923244331018515,0.0031232420456250897,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4558799196407191,0.4557950042603319,0.2897507339989684,-0.2637056784556774,0.15795362831038645,0.920034446989659,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.23860511267285908,-0.23809770173748385,-0.06567989805032068,0.8975936954615521,0.21027298986408377,-0.36025637742028715,-0.42970248729365906,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.24397746034139928,-0.2434658906153406,-0.0678369322878512,0.837850431415113,0.043529846435321685,-0.3113837176359989,-0.4110343467538267,0.9616973927151954,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.057905690214452396,0.05830282635496759,0.08748507711417569,0.2763504110368896,0.025274600456738253,0.22467232961691386,0.09848057501872265,0.39021129257757947,0.4240582419709993,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12204684122620493,0.12229951520524922,-0.040218410777272465,-0.0824953956276006,0.005737992618169411,0.531801871358193,0.5289901196142611,-0.11194912294425073,-0.10368985410572665,0.08838324723697373,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.22824005478499645,0.22840997424835896,0.2442203789950853,0.2000063176092329,0.2807687635897117,0.2698038105973765,0.25668492329387155,0.16186223861609564,0.17797618801724216,0.34936717735087547,0.3458688561372268,0.9999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3184691105284337,0.3184519657336738,0.39580402962978506,0.019214962126850286,0.2727902499230247,0.2426866533942947,0.3906499965360484,-0.1269184808276175,-0.10650675279606288,-0.20753808482821004,0.5200988383498514,0.2043462512999046,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.18799519835048598,0.18823089376493263,0.3330029667918196,0.15992060737033625,0.32408755101694603,0.2508000008752199,0.2546262604240426,0.08256803834388718,0.13133369863619082,0.1954126337738314,0.21809788741822994,0.6318271921271317,0.3402040646208279,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.47809632161365345,0.47785714260097345,0.752102755693497,0.0777092625459131,0.5629574647833191,0.03683144276728333,0.22295714313208984,-0.11965834466539833,-0.15418181303019574,0.10194720760720075,-0.13855552988871897,0.1610215437587979,0.29623246027379735,0.19118106875808394,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4885200316529516,0.4882972244880618,0.7658547777807183,0.06392247506355428,0.5477834905369249,0.03933204793546634,0.2364513173511984,-0.11737516150199534,-0.14667190922575465,0.15285268317932302,-0.15488573679821796,0.20707986326189487,0.26277646829499607,0.22728347363336246,0.9331802850239418,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.48681915782309537,0.4866144438596978,0.808533745312139,0.08000519125594845,0.5396343004996913,-0.08094185400122043,0.12924028413805638,-0.08987576344489125,-0.1240394865335246,0.139024632657587,-0.16606474659947276,0.2013418353846842,0.2748460832908271,0.2073172483100144,0.8909844380104185,0.9058763765085671,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5012696701761953,0.5010605746418344,0.8071865759128627,0.05634500042750445,0.5429071187801662,-0.04309755170973424,0.1702978064022867,-0.11219139269048475,-0.14086147196488769,0.1571075682065141,-0.15046867655738447,0.20877333578090312,0.27553628607723113,0.18915101701886305,0.9069745048929717,0.9541671014447339,0.9667871157379182,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.19260184481763837,-0.19228817428644054,-0.612982232695076,0.09899451790024809,-0.2372432044314926,0.36346408619264114,0.13397601698623693,0.26463671238970343,0.2711721491400352,0.19039549192748617,0.36788942926024554,0.2144302816396673,-0.21298867287978004,0.06382789667987307,-0.5964622388737275,-0.5991644865393926,-0.6898565594486599,-0.6674188107378304,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7995503206037661,0.7993413996506838,0.5142184419547988,-0.16511827616060948,0.39712844349426835,0.3857436981132948,0.45888463689277315,-0.2813876645260281,-0.29241111990572405,-0.03565069213156486,0.0742192889225098,0.22229732430540466,0.2876404485144055,0.22416077375435747,0.5568291363589475,0.5703135590112481,0.5596685397931737,0.5614929168806051,-0.23095955094253973,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7995503206037661,0.7993413996506838,0.5142184419547988,-0.16511827616060948,0.39712844349426835,0.3857436981132948,0.45888463689277315,-0.2813876645260281,-0.29241111990572405,-0.03565069213156486,0.0742192889225098,0.22229732430540466,0.2876404485144055,0.22416077375435747,0.5568291363589475,0.5703135590112481,0.5596685397931737,0.5614929168806051,-0.23095955094253973,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5927964971595322,0.5927897279834391,0.5560849352236638,0.1537230019001405,0.4869731010283375,0.029422466832624967,0.1884805532404945,0.016242192372196686,-0.030161806141944435,0.12246622509629052,0.026298894249805634,0.1303488758582499,0.2561858419708508,0.11882793135578226,0.650878789598648,0.6692228182644405,0.7164405712645641,0.7198380612397139,-0.479987117761456,0.6472834415872296,0.6472834415872296,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5927964971595322,0.5927897279834391,0.5560849352236638,0.1537230019001405,0.4869731010283375,0.029422466832624967,0.1884805532404945,0.016242192372196686,-0.030161806141944435,0.12246622509629052,0.026298894249805634,0.1303488758582499,0.2561858419708508,0.11882793135578226,0.650878789598648,0.6692228182644405,0.7164405712645641,0.7198380612397139,-0.479987117761456,0.6472834415872296,0.6472834415872296,0.9999999999999999,0.9999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9664098307596382,0.9664744704219908,0.3969816051958378,-0.049319357534678934,0.3489779001064283,0.3683265464610332,0.3894969341385136,-0.146818151907647,-0.15042534430560905,0.10695301873404525,0.10115742598123753,0.21929871843145257,0.21179694971263593,0.1748346630304154,0.40122692707689167,0.4119617002152022,0.4122980717464099,0.4231393799877251,-0.09330974106820686,0.7972699416209942,0.7972699416209942,0.5739394676625538,0.5739394676625538,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
