population,populationChangeSince2014,populationChangeSince2014Number,medianAge,veteranNumber,agriculturalLandAcres,numberOfFarms,childPovertyTotal,averageWeeklyWage,perCapitaIncome,gdp2022,Gdp2021,k12FundingADM,k12Funding,adultsWithoutHSDiplomaTotal,educationalAttainmentNumber,educationalAttainmentGoal2030,medicaidEnrollmentTraditionalNumber,medicaidEnrollmentExpansionNumber,drugOverdoseEmergenciesPerHundredThousand,drugOverdoseEmergenciesTotal,overDoseDeathsPerHundredThousand,overDoseDeathsTotal,propertyTaxRate,propertyTaxLevy,propertyTaxPerCapita,propertyTaxTotalLevy,PropertyValuationPerCapita,PropertyValuationTotal,puvDeferredShare,puvValuationDeferred,localSalesTaxRate,Area (Square Mile),Lat,Long
0.517674753543965,0.7341792454988282,0.5048687266466079,0.7796745639469976,0.5548820232967279,0.7144544797393384,0.7432634045106273,0.6039468361699237,0.7253822945488924,0.6566508206567453,0.4077607505218742,0.40830159779923625,0.6782079081290215,0.4226289605768752,0.5542175016471482,0.4263227898550277,0.43992596795100347,0.5836934621787431,0.5850240706201384,0.9999999999999998,,,,,,,,,,,,,,,
0.9640819968460557,0.6312117414961004,0.8973168904103861,0.4675008626340828,0.932287395232174,0.4848431257200666,0.5947530192081752,0.9803749914016588,0.8064575255140143,0.6698866083678661,0.9202326813148582,0.9208613042293173,0.615688034582446,0.9230538330213657,0.9772476767045745,0.9256873471206298,0.9340755364307695,0.9879320567740582,0.9883963508940569,0.6246669108504362,0.9999999999999999,,,,,,,,,,,,,,
0.45770992843589936,0.7775352151656052,0.45804054601981065,0.8569824410296097,0.5240465928299505,0.7209322769479746,0.7360630436445195,0.542514408466442,0.7205655804344725,0.7271552973669548,0.335128911823981,0.3356797579984695,0.7514338806062766,0.3575416769999819,0.480096822112681,0.3587885183404726,0.3751112020298719,0.5202671087733418,0.5255631865616577,0.8745064404956011,0.5381297583703726,1.0000000000000007,,,,,,,,,,,,,
0.9325435494506579,0.6914542979871724,0.8559569780183042,0.5262884888997056,0.9440106948388516,0.5319254637186234,0.6515414086953066,0.9690181177456854,0.8334169760855478,0.7108748061362,0.846238154801925,0.8466167025133313,0.6696563652938103,0.8671543687239753,0.9298567274523356,0.8686582933286355,0.8803151733637337,0.9643375761380812,0.9666539264066532,0.6468463444206507,0.9726214103656818,0.6243469051816042,1.0000000000000002,,,,,,,,,,,,
0.44294986415132237,0.736884335707852,0.4488789279029003,0.8747895755491804,0.4877158063419309,0.8334498502814103,0.7309365703069325,0.529324556275128,0.7626259305139205,0.7216448072622941,0.3278141772761922,0.327958418410379,0.7841362380444731,0.36236626334330385,0.4630057905527205,0.35578434184488017,0.3701838275333441,0.5006470533605641,0.49414280171692604,0.778705210090074,0.48825970914865674,0.7882778303603394,0.5318934772357318,0.9999999999999998,,,,,,,,,,,
0.4545664944707997,0.7448926012452738,0.465074057919319,0.8758711238320246,0.4944895211296962,0.8495807283672824,0.738346330908081,0.5347173976564175,0.7669070648608588,0.715544534717025,0.33560194636965773,0.3355690876788141,0.7793932308181462,0.374122089870629,0.4708199468467895,0.3682876839252081,0.38311425193016707,0.5085897646609226,0.5005597318571909,0.7750230006157685,0.49162937992542516,0.7901065680795856,0.5365935979836756,0.9886444884476053,1.0,,,,,,,,,,
0.5231166931001195,0.7343125864238939,0.5891528890486184,0.7936155389292188,0.5084533991103366,0.5923872290367933,0.5777112013496623,0.5072538311618815,0.7230531119122915,0.8036065325519253,0.4719263658105131,0.47161771624565996,0.8818142039039124,0.5014488710176435,0.5162938156426814,0.4842827453831242,0.49314276656274625,0.5177954143437536,0.5198196993476332,0.5687333406635534,0.509026154907965,0.6292857672778159,0.5172054281931608,0.7440772239635596,0.7379364866445567,1.0000000000000004,,,,,,,,,
0.9890849928258324,0.5653100580278194,0.9697767095457679,0.38533838108085133,0.9082922063659763,0.38701863920919266,0.4791743699804499,0.9126948816164805,0.7539443024908317,0.6605306108143233,0.9804323977080661,0.9794376876206387,0.5849714134718842,0.9968876099873839,0.9634080813597309,0.9960731776434353,0.9980697653933814,0.9504628423846008,0.9462948172206983,0.4504577348579164,0.9351409064264852,0.3865737127488007,0.8818987274286132,0.38435274673783315,0.39577677672551964,0.519283117796794,1.0,,,,,,,,
0.5401423484010154,0.7954065577487675,0.6086240059054026,0.7868814219168861,0.5433896002963341,0.5143856303251187,0.594384012838062,0.5145758726812474,0.7124069987001324,0.8231617990982169,0.480259206859983,0.4802858122705798,0.8736165561217739,0.5026905397464408,0.528634845618409,0.4885051565678947,0.5027201225344325,0.5313690953848659,0.5405299013422217,0.5717726160725902,0.5276871576754114,0.6635747178691673,0.5519477675885642,0.5787835358562256,0.5672398186443028,0.8911464955103638,0.527527804125615,0.9999999999999999,,,,,,,
0.9687598904991247,0.5542806551522903,0.9569635002742157,0.38036093670462207,0.8850007587135956,0.3719604265769266,0.455473568804417,0.8975897040834563,0.7304128845370181,0.6478682652378884,0.9856425929025227,0.9855479332351861,0.5714558428240536,0.9775934185156975,0.9647068245460704,0.9798892012704353,0.9833077517557088,0.9392513941875584,0.9409840989598522,0.4452067247569348,0.925235869213265,0.38433015693776745,0.8614538619813134,0.351609945413515,0.35934510381882717,0.5209711260153449,0.9849930471040308,0.560543999250061,0.9999999999999998,,,,,,
0.2771372090892781,0.5668364356506832,0.32641972995690377,0.787617608423121,0.29171253361181343,0.7927663598067489,0.6271669897444327,0.3276471651526151,0.5566776108651671,0.5625883378978395,0.2157451004153998,0.21633072931495997,0.6144543666700091,0.22617528699826817,0.31002708940504864,0.22572733950113857,0.23657284586125268,0.31494222067909816,0.3112771675664005,0.6288984909110693,0.29727928006729415,0.6651666086123202,0.3122043817245499,0.8623320911988303,0.8672232675068525,0.6485467620328823,0.24302824422631736,0.4954175350401158,0.2418372685189635,1.0,,,,,
0.7833141363393346,0.8323688336886036,0.8220552129734997,0.7103997794337819,0.7689812417813795,0.7642480421604763,0.8718028029215245,0.7370261144182916,0.8315052281776136,0.8282465593411442,0.6484279680350956,0.6468719957026461,0.7548020076107775,0.7257492019021,0.7441474095918702,0.7157149393997031,0.7344261721329793,0.7555257448125301,0.7422860408692898,0.6620892239040069,0.7378224124613086,0.6468100108414787,0.7590874920634547,0.6679388143881523,0.6829851294392874,0.6472067379259357,0.7410181922628569,0.6486986538470205,0.7107172045694908,0.5813056421471983,1.0000000000000002,,,,
0.6487545119835113,0.6415664482805468,0.6376644206799411,0.6063092635066961,0.6384611980823678,0.5621723240950237,0.6337903691206012,0.6496358811226628,0.7985711382200645,0.6773076889740044,0.6008715660302328,0.5999597328468689,0.6776166633367109,0.6123962746504757,0.6505354921619473,0.6204212835086226,0.6145236436677222,0.6516392301606405,0.6527615626706306,0.6092350994831193,0.658289473836364,0.605942458107602,0.6821637969297879,0.6215516067191386,0.6149682345621851,0.5547073337158668,0.6244534527898238,0.5440321545609089,0.6024164330526192,0.5247952963259248,0.695710813191262,0.9999999999999998,,,
0.5598669402311733,0.7794173068744241,0.5615132757434487,0.8098510394190688,0.6153830101244694,0.8949682989679679,0.8433022038335211,0.6153248511506582,0.7484694942302392,0.7505930777319598,0.41255740793077395,0.4125437581840385,0.7420881140519457,0.46425467769350964,0.5610934718344751,0.4578359978863004,0.4808550368076635,0.6017643805084183,0.5961229849996497,0.7183654264826053,0.5752867662503877,0.7914580014228944,0.6504086575514817,0.8011156848305767,0.8100410233931001,0.6371082606222207,0.4909744201639362,0.6173826046047743,0.4703780689391244,0.6767906094618537,0.7965767856562432,0.5982534777099984,1.0000000000000004,,
0.4851040622867869,0.8791837206114256,0.5065530177031344,0.9627616041090713,0.5370765733922882,0.8081837872177157,0.8143606449407056,0.544533906151088,0.8211707835349085,0.8226256047264382,0.33656201809898795,0.33625340428394107,0.8661375576435624,0.38392417087828645,0.4830735378911636,0.377670661286834,0.40007515377073805,0.5251402494029963,0.5220698505493586,0.8045640441971759,0.5190904619832876,0.8688021286657243,0.588438906077957,0.9120722574774601,0.9143457421099671,0.7600418965518102,0.4156458167709442,0.7420205107974928,0.3950431494413009,0.7814953035271452,0.735097650705956,0.6473403969429232,0.84320815787669,0.9999999999999999,
-0.48356288991023044,-0.8799789531370542,-0.5046022625629594,-0.9622568174860694,-0.5362444376117892,-0.8007263878636136,-0.8161666933713064,-0.5428093215521324,-0.819420866196629,-0.8199127195996965,-0.3336443664713406,-0.33331796004269276,-0.862493648854428,-0.3811883282045783,-0.48112768312673776,-0.3751046476994396,-0.3979454404693545,-0.523632999648886,-0.5208794068160322,-0.8053561665951675,-0.5185145620463609,-0.8684645906110914,-0.5884214079875377,-0.9049278876426456,-0.9066649921164192,-0.7543231479953614,-0.41361236813723645,-0.7422700534122916,-0.3933934636006416,-0.7706610822187923,-0.7330198490722685,-0.6472647708540127,-0.8421295722762523,-0.999422007457852,0.9999999999999999
